ID,OBEC,POPIS
1661,539325,59367
1662,540391,59367
1663,577171,51212
1664,536385,59367
1665,599468,74233
1666,585319,59367
1667,533360,59367
1668,577189,59367
1669,561665,47161
1670,574147,47161
1671,536393,47161
1672,549479,39848
1673,574155,59367
1674,562556,59367
1675,533378,28166
1676,531871,59367
1677,594202,67153
1678,584525,59367
1679,578193,56943
1680,575143,59367
1681,547191,59367
1682,587273,59367
1683,556998,59367
1684,594211,59367
1685,572993,59367
1686,568805,58274
1687,530484,59367
1688,532134,59367
1689,587281,59367
1690,593125,59367
1691,586226,69648
1692,548073,69648
1693,541753,59367
1694,562084,59367
1695,586846,59367
1696,587290,59367
1697,562769,59367
1698,548413,59367
1699,577197,51401
1700,546011,59367
1701,595772,59242
1702,583171,59367
1703,540404,26223
1704,513873,59367
1705,536521,59367
1706,597449,59367
1707,587303,59367
1708,560413,59367
1709,564133,59367
1710,545881,59367
1711,549151,59367
1712,539350,25225
1713,590797,59367
1714,551163,59367
1715,550591,59367
1716,563099,59367
1717,538272,25090
1718,552534,39133
1719,599506,74282
1720,546216,59367
1721,531308,59367
1722,535974,59367
1723,535761,59367
1724,537268,59367
1725,566039,59367
1726,572659,59367
1727,573001,50731
1728,546585,59367
1729,562572,40756
1730,548081,59367
1731,599581,59367
1732,594229,67178
1733,550841,59367
1734,597457,40753
1735,562581,40753
1736,583189,59367
1737,586234,59367
1738,511587,59367
1739,563633,46844
1740,529613,46844
1741,555215,36251
1742,595756,59232
1743,537250,59367
1744,544639,59367
1745,576352,59367
1746,539341,25202
1747,562564,59367
1748,563617,59367
1749,539333,25401
1750,579378,54213
1751,503142,59367
1752,595802,59367
1753,577201,59367
1754,558991,59367
1755,560421,59367
1756,549312,59367
1757,563102,59367
1758,531774,59367
1759,595811,59367
1760,594237,59367
1761,595829,59367
1762,551180,59367
1763,579017,59367
1764,563111,59367
1765,536946,59367
1766,587320,59367
1767,565440,59367
1768,548090,39451
1769,587338,39451
1770,538281,39451
1771,595837,59367
1772,531031,59367
1773,566811,59367
1774,578207,59367
1775,538299,25168
1776,587346,25168
1777,548111,39470
1778,561681,47114
1779,571571,53941
1780,580422,59367
1781,536571,59367
1782,535982,59367
1783,587362,59367
1784,590801,59367
1785,578215,59367
1786,568848,58292
1787,537276,59367
1788,532452,27301
1789,598631,59367
1790,513032,59367
1791,539368,25282
1792,544663,37381
1793,541150,37381
1794,546771,59367
1795,540439,26263
1796,566144,59367
1797,583197,59367
1798,531651,59367
1799,553778,59367
1800,545562,59367
1801,546542,37821
1802,572748,59367
1803,595845,59367
1804,597473,79324
1805,565288,59367
1806,597481,79323
1807,587052,79323
1808,577219,79323
1809,554961,59367
1810,599727,59367
1811,586242,59367
1812,531316,26718
1813,542911,75605
1814,587354,59367
1815,598917,59367
1816,575151,59367
1817,557862,33544
1818,568643,59367
1819,542946,59367
1820,530042,59367
1821,587907,59367
1822,551201,38711
1823,536008,29425
1824,559008,33151
1825,532444,27304
1826,562491,59367
1827,598275,59367
1828,585327,59367
1829,559903,59367
1830,530361,59367
1831,585343,76319
1832,550256,59367
1833,556432,34192
1834,557871,59367
1835,513415,59367
1836,538183,59367
1837,549169,59367
1838,590819,59367
1839,553786,34506
1840,565016,59367
1841,529907,59367
1842,541826,59367
1843,548120,39452
1844,592251,59367
1845,542989,75643
1846,586251,59367
1847,549487,39821
1848,583201,59367
1849,559911,33841
1850,542997,59367
1851,590827,59367
1852,589594,79854
1853,571580,59367
1854,532053,59367
1855,569283,59367
1856,560405,59367
1857,560928,59367
1858,567604,59367
1859,533084,59367
1860,559920,59367
1861,575178,53314
1862,570168,59367
1863,565024,41116
1864,587371,59367
1865,555771,59367
1866,562688,59367
1867,538311,25067
1868,565032,59367
1869,563986,59367
1870,589608,79823
1871,541851,59367
1872,584541,59367
1873,553794,34534
1874,573787,59367
1875,599549,74283
1876,584550,69172
1877,532461,59367
1878,513628,59367
1879,568856,59367
1880,514047,59367
1881,577227,59367
1882,536687,59367
1883,589616,59367
1884,549495,59367
1885,534137,59367
1886,571075,59367
1887,540447,59367
1888,590835,59367
1889,533386,59367
1890,534897,27741
1891,557897,59367
1892,536024,29415
1893,563129,59367
1894,580431,56182
1895,571687,59367
1896,579386,59367
1897,571211,59367
1898,567191,59367
1899,538329,59367
1900,532479,59367
1901,532487,59367
1902,548286,59367
1903,581739,67934
1904,587389,67934
1905,586269,69664
1906,581721,59367
1907,539384,59367
1908,595853,59367
1909,541877,59367
1910,537292,59367
1911,574007,59367
1912,590843,59367
1913,551481,59367
1914,536041,29402
1915,573043,59367
1916,592269,59367
1917,548146,39459
1918,563641,59367
1919,507504,74727
1920,593141,59367
1921,573710,59367
1922,531405,59367
1923,571172,59367
1924,583219,59367
1925,564141,59367
1926,557218,59367
1927,584568,59367
1928,579394,54464
1929,536601,59367
1930,536067,59367
1931,548529,59367
1932,578231,59367
1933,579408,59367
1934,590851,59367
1935,510645,59367
1936,590860,59367
1937,538345,59367
1938,514055,75201
1939,568881,75201
1940,575194,59367
1941,593150,59367
1942,598712,39409
1943,541494,59367
1944,514152,75105
1945,534901,27723
1946,537306,59367
1947,580465,59367
1948,532495,27329
1949,565199,59367
1950,541893,27002
1951,556467,34142
1952,570974,59367
1953,553816,34543
1954,555258,59367
1955,533165,59367
1956,536733,59367
1957,535877,37314
1958,507237,59367
1959,548162,59367
1960,593168,59367
1961,588598,59367
1962,549436,59367
1963,531324,59367
1964,547123,59367
1965,599280,59367
1966,590878,59367
1967,592277,59367
1968,529931,59367
1969,573051,50705
1970,589624,79852
1971,564761,59367
1972,560952,34952
1973,533394,28125
1974,531332,59367
1975,531553,59367
1976,590886,67502
1977,573060,50732
1978,559024,59367
1979,599565,74221
1980,553247,59367
1981,599204,26206
1982,579033,59367
1983,533793,59367
1984,594253,59367
1985,578258,56993
1986,595861,59367
1987,567221,59367
1988,578266,59367
1989,559032,59367
1990,599557,59367
1991,592285,68752
1992,588601,76805
1993,570176,59367
1994,570184,50365
1995,570826,29306
1996,536814,59367
1997,540498,26291
1998,539392,59367
1999,536121,59367
2000,574449,59367
2001,588521,59367
2002,592293,59367
2003,548928,59367
2004,586277,59367
2005,587401,59367
2006,503916,59367
2007,589632,79841
2008,534935,27713
2009,576361,51741
2010,549509,39858
2011,533416,59367
2012,571628,59367
2013,588610,76843
2014,538370,59367
2015,576387,59367
2016,536130,29476
2017,537314,59367
2018,587419,59367
2019,509108,59367
2020,508357,59367
2021,584576,59367
2022,590894,59367
2023,537331,28921
2024,567612,41754
2025,565059,59367
2026,529630,59367
2027,575232,59367
2028,513555,59367
2029,595870,59367
2030,534072,59367
2031,540633,59367
2032,581763,67907
2033,537357,28915
2034,576395,59367
2035,541907,59367
2036,529681,59367
2037,553824,34502
2038,534943,59367
2039,548189,59367
2040,590908,59367
2041,533424,28161
2042,583227,59367
2043,572012,59367
2044,537373,59367
2045,548944,59367
2046,589641,59367
2047,571971,59367
2048,549517,39855
2049,563137,43186
2050,578177,59367
2051,590916,59367
2052,550108,59367
2053,568899,59367
2054,587427,59367
2055,500135,59367
2056,595888,59367
2057,540200,73947
2058,598321,73947
2059,530557,59367
2060,546232,59367
2061,529940,59367
2062,547182,59367
2063,559041,59367
2064,565385,59367
2065,533432,59367
2066,572136,59367
2067,586285,59367
2068,559059,33032
2069,571792,59367
2070,581771,59367
2071,540536,59367
2072,541559,59367
2073,571610,53861
2074,578771,59367
2075,581755,59367
2076,533408,59367
2077,563668,46849
2078,507458,59367
2079,548171,39422
2080,552585,59367
2081,551465,59367
2082,566284,59367
2083,566047,59367
2084,537349,28935
2085,592307,59367
2086,562955,59367
2087,567621,59367
2088,577235,51202
2089,545309,59367
2090,559067,33144
2091,561550,58293
2092,568902,58293
2093,503304,59367
2094,593184,59367
2095,548618,59367
2096,565067,59367
2097,550710,59367
2098,587435,59367
2099,560456,35708
2100,536342,59367
2101,565351,59367
2102,533441,59367
2103,565369,59367
2104,589659,79812
2105,590941,59367
2106,559075,33141
2107,534951,59367
2108,574546,59367
2109,557943,59367
2110,590959,59367
2111,551261,59367
2112,560472,35801
2113,587443,58864
2114,597511,59367
2115,581780,59367
2116,580490,59367
2117,561371,59367
2118,583235,59367
2119,570206,50324
2120,537136,59367
2121,561720,59367
2122,507580,59367
2123,594261,67151
2124,536806,59367
2125,559083,59367
2126,537390,59367
2127,548685,59367
2128,569372,59367
2129,534153,59367
2130,536954,59367
2131,529958,25742
2132,590967,59367
2133,581798,59367
2134,594270,59367
2135,500062,75663
2136,598348,73924
2137,597520,59367
2138,536172,29431
2139,590975,59367
2140,561738,59367
2141,588296,59367
2142,536181,29479
2143,571661,53943
2144,541940,59367
2145,559091,59367
2146,563030,59367
2147,598500,59367
2148,536555,59367
2149,568945,58266
2150,577243,59367
2151,589667,59367
2152,584584,69173
2153,567639,59367
2154,533459,27009
2155,541966,27009
2156,541974,27053
2157,568180,74786
2158,599484,59367
2159,566314,43981
2160,564176,59367
2161,563315,59367
2162,549525,59367
2163,576409,59367
2164,530808,54203
2165,535109,59367
2166,560464,59367
2167,570192,56169
2168,580481,56169
2169,533203,59367
2170,593192,59367
2171,538337,59367
2172,549673,59367
2173,538795,59367
2174,568929,59367
2175,540552,26256
2176,562611,59367
2177,536164,59367
2178,571652,59367
2179,595896,59367
2180,555304,59367
2181,566306,43972
2182,578045,59367
2183,564168,59367
2184,595900,59367
2185,568937,59367
2186,560634,59367
2187,552437,59367
2188,529974,59367
2189,550329,38403
2190,547484,59367
2191,531375,26741
2192,563978,59367
2193,594296,59367
2194,594300,59367
2195,592323,59367
2196,555312,59367
2197,572594,59367
2198,595969,59367
2199,579416,54443
2200,581836,59367
2201,595977,59367
2202,548570,59367
2203,581852,59367
2204,538426,59367
2205,581861,59367
2206,588628,59367
2207,550744,68604
2208,543021,68604
2209,530433,59367
2210,546330,59367
2211,561746,47155
2212,580503,56181
2213,568546,74253
2214,570214,59367
2215,579424,54361
2216,598356,73913
2217,578282,56924
2218,581844,59367
2219,559121,59367
2220,573515,59367
2221,581879,59367
2222,546615,37862
2223,583243,59367
2224,555282,59367
2225,550302,59367
2226,588636,59367
2227,533955,59367
2228,571512,59367
2229,593249,59367
2230,549541,39834
2231,530026,59367
2232,583251,66434
2233,560391,59367
2234,595985,59367
2235,595993,59367
2236,586293,59367
2237,588644,76821
2238,576425,51702
2239,550337,38493
2240,536750,59367
2241,541931,59367
2242,532517,59367
2243,546259,59367
2244,529729,59367
2245,553841,59367
2246,568953,59367
2247,564982,59367
2248,578291,68766
2249,598801,59367
2250,572047,59367
2251,548308,59367
2252,596001,59367
2253,586307,59367
2254,594318,74768
2255,512907,74768
2256,568970,59367
2257,560499,35751
2258,555347,36272
2259,588652,59367
2260,562645,40745
2261,571261,59367
2262,559130,33001
2263,532525,33001
2264,565091,59367
2265,534129,28509
2266,545554,38221
2267,568821,59367
2268,546453,59367
2269,548103,59367
2270,570150,50366
2271,564974,25075
2272,598461,59367
2273,586960,59367
2274,554901,78336
2275,548219,59367
2276,559105,59367
2277,545571,38203
2278,534960,59367
2279,564991,59367
2280,556505,59367
2281,578274,56922
2282,569143,59367
2283,562181,59367
2284,593214,59367
2285,553832,59367
2286,540579,59367
2287,584592,59367
2288,594288,59367
2289,534161,28547
2290,565075,59367
2291,581801,67962
2292,548201,39495
2293,533467,59367
2294,537403,59367
2295,529991,59367
2296,565083,41148
2297,540587,59367
2298,548227,59367
2299,563161,59367
2300,537411,28933
2301,574171,59367
2302,541982,27023
2303,530000,25766
2304,572861,59367
2305,561673,59367
2306,597538,59367
2307,509752,59451
2308,595926,59451
2309,547824,59367
2310,593222,59367
2311,593231,59367
2312,564184,46353
2313,554596,59367
2314,595918,59367
2315,595934,59367
2316,595951,59454
2317,581828,67905
2318,552780,59367
2319,581810,59367
2320,587842,59367
2321,550086,59367
2322,538418,59367
2323,571717,59367
2324,560979,59367
2325,544701,59367
2326,575259,59367
2327,586315,59367
2328,558443,69146
2329,567647,41725
2330,548804,59367
2331,594326,59367
2332,580511,56301
2333,584622,69151
2334,579441,59367
2335,596019,59367
2336,578304,59367
2337,581887,59367
2338,514471,59367
2339,514446,59367
2340,564346,59367
2341,543098,59367
2342,589675,79857
2343,542008,59367
2344,560197,59367
2345,581909,59367
2346,545937,59367
2347,550345,38432
2348,583260,59367
2349,598950,59367
2350,588661,59367
2351,594334,67163
2352,559148,59367
2353,532533,59367
2354,536202,59367
2355,576433,59367
2356,583278,59367
2357,544736,37311
2358,568988,58401
2359,534170,59367
2360,584631,59367
2361,567655,41772
2362,534978,27708
2363,570222,59367
2364,583286,66431
2365,566322,43923
2366,550353,38442
2367,544264,59367
2368,597546,59367
2369,548235,39414
2370,537284,59367
2371,562041,59367
2372,590983,59367
2373,594342,59367
2374,561002,59367
2375,583294,59367
2376,590991,59367
2377,591009,67544
2378,594351,67544
2379,561011,59367
2380,573485,59367
2381,557951,59367
2382,540561,59367
2383,580538,56151
2384,593257,59367
2385,581917,67961
2386,549568,59367
2387,539406,59367
2388,565105,59367
2389,577375,59367
2390,530051,59367
2391,589683,59367
2392,513521,59367
2393,568996,59367
2394,544302,75641
2395,537713,59367
2396,571695,59367
2397,569011,59367
2398,571709,59367
2399,550361,38402
2400,514497,59367
2401,534986,59367
2402,573434,59367
2403,513041,59367
2404,581925,59367
2405,574180,59367
2406,570231,50327
2407,567001,59367
2408,581933,59367
2409,581941,59367
2410,598411,59367
2411,556866,59367
2412,561282,59367
2413,544876,59367
2414,514527,59367
2415,598364,59367
2416,587451,59367
2417,533335,59367
2418,596035,59367
2419,531898,59367
2420,565113,59367
2421,553115,59367
2422,559946,59367
2423,536211,59367
2424,549550,59367
2425,576441,59367
2426,591025,59367
2427,578606,59367
2428,560502,59367
2429,503941,59367
2430,580147,56116
2431,547701,59367
2432,580562,59367
2433,548651,59367
2434,533475,59367
2435,563889,59367
2436,576450,51712
2437,539422,59367
2438,530069,59367
2439,500046,74257
2440,537438,28907
2441,569020,58277
2442,539961,78805
2443,571784,59367
2444,575305,59367
2445,553859,59367
2446,571725,59367
2447,598721,39462
2448,565148,59367
2449,531502,59367
2450,559954,59367
2451,570257,59367
2452,535800,59367
2453,565156,41103
2454,565164,41117
2455,564150,59367
2456,533483,59367
2457,531448,59367
2458,571733,59367
2459,565172,59367
2460,579483,59367
2461,568058,40335
2462,571601,59367
2463,530590,43975
2464,566381,59367
2465,569003,59367
2466,573116,50744
2467,570265,59367
2468,573124,50715
2469,532576,27306
2470,554618,35131
2471,573108,50723
2472,544744,59367
2473,570249,50322
2474,566349,43926
2475,539414,25266
2476,535001,27721
2477,563188,59367
2478,563544,59367
2479,551333,38772
2480,536831,59367
2481,566357,59367
2482,565121,59367
2483,579475,54236
2484,570273,50344
2485,577294,51203
2486,580571,59367
2487,597554,59367
2488,599603,59367
2489,571326,59367
2490,547832,53823
2491,544370,59367
2492,532584,27354
2493,561100,59367
2494,578339,59367
2495,513270,59367
2496,552305,59367
2497,540005,59367
2498,569046,58232
2499,566403,59367
2500,545597,38278
2501,591041,59367
2502,565563,59367
2503,514705,75131
2504,575313,53364
2505,586323,69672
2506,581950,59367
2507,547875,59367
2508,537071,59367
2509,514772,59367
2510,589691,59367
2511,554626,59367
2512,586871,59367
2513,562661,59367
2514,540030,59367
2515,597571,59367
2516,544396,75631
2517,544761,59367
2518,581968,67922
2519,540064,59367
2520,588695,76813
2521,531456,26727
2522,532258,59367
2523,573388,59367
2524,594369,59367
2525,551341,59367
2526,553611,59367
2527,550507,59367
2528,561266,59367
2529,578347,57001
2530,564567,59367
2531,583308,59367
2532,591068,59367
2533,503444,78401
2534,575330,59367
2535,507920,74755
2536,567256,59367
2537,544795,59367
2538,546470,59367
2539,576468,51735
2540,542016,27052
2541,566411,27052
2542,570290,59367
2543,567248,59367
2544,544779,59367
2545,546691,59367
2546,551350,38742
2547,545708,40784
2548,531677,27736
2549,515191,59367
2550,570311,59367
2551,566462,59367
2552,531472,26723
2553,546666,37826
2554,570303,59367
2555,594377,59367
2556,531464,59367
2557,560537,35733
2558,530093,35733
2559,563587,59367
2560,536822,59367
2561,567264,59367
2562,541702,59367
2563,578070,59367
2564,597589,59367
2565,560545,59367
2566,581976,59367
2567,546674,37816
2568,577308,51251
2569,583316,59367
2570,587605,59367
2571,592340,59367
2572,558001,59367
2573,535095,59367
2574,553875,59367
2575,586331,59367
2576,567272,43533
2577,588709,76875
2578,570770,76875
2579,536261,59367
2580,591092,59367
2581,565971,59367
2582,552232,59367
2583,537446,28937
2584,553867,59367
2585,585432,75644
2586,552038,75644
2587,544418,75644
2588,573400,59367
2589,540226,78811
2590,546518,59367
2591,545601,38276
2592,538451,59367
2593,530107,25706
2594,558010,59367
2595,563684,59367
2596,565211,59367
2597,565229,59367
2598,570320,59367
2599,586340,59367
2600,593265,59367
2601,544957,59367
2602,566446,59367
2603,571750,59367
2604,544809,37322
2605,533505,59367
2606,540196,78983
2607,566438,43983
2608,594385,59367
2609,588717,59367
2610,542032,59367
2611,578355,59367
2612,596078,59367
2613,580619,59367
2614,599646,59367
2615,500151,59367
2616,554634,59367
2617,581992,59367
2618,552216,59367
2619,507971,74714
2620,585441,59367
2621,589705,59367
2622,588725,59367
2623,551996,59367
2624,546496,40713
2625,531006,59367
2626,585459,76326
2627,514161,59367
2628,587478,58822
2629,548332,59367
2630,565237,59367
2631,573141,59367
2632,576492,51603
2633,571768,51603
2634,580627,51603
2635,540234,51603
2636,550566,59367
2637,594393,59367
2638,546909,59367
2639,585467,59367
2640,583324,59367
2641,557145,59367
2642,580635,59367
2643,503622,59367
2644,593273,68303
2645,576506,59367
2646,585483,59367
2647,588733,59367
2648,503657,78349
2649,563692,46871
2650,569062,58235
2651,598399,73939
2652,536270,29442
2653,573159,59367
2654,570354,59367
2655,558028,59367
2656,534404,59367
2657,571776,53854
2658,570362,50362
2659,535028,27706
2660,553891,59367
2661,537322,59367
2662,569844,59367
2663,586358,59367
2664,567281,59367
2665,508501,59367
2666,542041,59367
2667,544434,59367
2668,582018,67971
2669,593281,59367
2670,537454,28922
2671,579432,54341
2672,548481,27061
2673,504807,27061
2674,541991,27061
2675,572845,59367
2676,546623,37801
2677,510556,59367
2678,540625,59367
2679,574767,53341
2680,573094,50781
2681,554600,35491
2682,564206,59367
2683,538914,25089
2684,533939,59367
2685,538442,25065
2686,559164,33021
2687,549622,59367
2688,569038,59367
2689,576476,59367
2690,596051,59245
2691,573086,59367
2692,571555,59367
2693,566420,59367
2694,540617,59367
2695,539457,56184
2696,580589,56184
2697,540161,56184
2698,559962,59367
2699,514802,59367
2700,596060,59367
2701,563676,59367
2702,559172,33035
2703,546879,33035
2704,561649,59367
2705,532193,59367
2706,574210,54963
2707,585491,59367
2708,594407,59367
2709,537381,59367
2710,546712,37803
2711,503738,59367
2712,532622,59367
2713,582026,59367
2714,578363,59367
2715,551384,59367
2716,552593,59367
2717,540366,59367
2718,569089,58276
2719,568104,40327
2720,534188,28541
2721,583332,66465
2722,583341,59367
2723,515329,59367
2724,565377,59367
2725,545619,38291
2726,533513,59367
2727,550418,59367
2728,544469,59367
2729,540714,59367
2730,582034,59367
2731,596086,59367
2732,540331,59367
2733,597601,79336
2734,582042,59367
2735,563706,59367
2736,562700,59367
2737,586366,59367
2738,533319,59367
2739,579505,59367
2740,551902,59367
2741,568091,59367
2742,567299,59367
2743,589713,79849
2744,532631,59367
2745,513113,59367
2746,579513,54234
2747,572802,59367
2748,565245,59367
2749,578371,59367
2750,532657,27377
2751,593290,59367
2752,542491,59367
2753,587486,59367
2754,556629,59367
2755,535036,59367
2756,569071,59367
2757,552666,39175
2758,562718,59367
2759,536296,59367
2760,568589,59367
2761,559202,33162
2762,554642,59367
2763,567302,43532
2764,545678,59367
2765,573167,59367
2766,587494,59367
2767,591114,59367
2768,508128,59367
2769,596094,59367
2770,588741,59367
2771,561347,59367
2772,573418,51232
2773,565253,59367
2774,550388,59367
2775,574228,54973
2776,583359,59367
2777,579530,59367
2778,563714,25755
2779,530115,25755
2780,564702,59367
2781,591122,59367
2782,596108,59367
2783,535940,59367
2784,536466,59367
2785,578410,59367
2786,561827,47156
2787,594415,59367
2788,563218,43156
2789,562866,59367
2790,537462,28936
2791,553913,34521
2792,594423,59367
2793,583367,59367
2794,552372,59367
2795,550141,68741
2796,592366,68741
2797,529575,59367
2798,579009,59367
2799,508144,74784
2800,545031,59367
2801,545791,59367
2802,555363,59367
2803,558044,59367
2804,512184,73949
2805,553921,59367
2806,553930,59367
2807,567311,59367
2808,578461,59367
2809,548367,59367
2810,574244,59367
2811,574236,59367
2812,574252,59367
2813,551724,59367
2814,591149,59367
2815,587516,59367
2816,563234,59367
2817,530158,59367
2818,529834,59367
2819,599255,59367
2820,531537,59367
2821,565644,29477
2822,551392,38736
2823,579084,59367
2824,548316,59367
2825,542521,59367
2826,568279,59367
2827,578398,59367
2828,567701,59367
2829,584649,59367
2830,591157,59367
2831,594431,59367
2832,575372,59367
2833,540382,59367
2834,562751,40779
2835,586374,69619
2836,544507,59367
2837,549835,59367
2838,553948,59367
2839,536539,59367
2840,515418,59367
2841,573175,50771
2842,549576,59367
2843,558052,59367
2844,540749,59367
2845,593320,59367
2846,587770,59367
2847,554651,59367
2848,530166,25786
2849,593338,59367
2850,582077,59367
2851,542075,59367
2852,586382,59367
2853,515477,75367
2854,569526,59367
2855,584657,59367
2856,537501,59367
2857,548863,59367
2858,551414,59367
2859,507547,59367
2860,538906,59367
2861,540757,26231
2862,530140,59367
2863,587524,59367
2864,594440,59367
2865,541532,59367
2866,565466,59367
2867,537497,59367
2868,561835,47124
2869,562149,59367
2870,545627,59367
2871,594458,67172
2872,594466,59367
2873,549584,39801
2874,549592,39806
2875,587532,59367
2876,559997,59367
2877,596132,59367
2878,538485,59367
2879,534200,59367
2880,580643,59367
2881,592382,59367
2882,550426,59367
2883,530506,59367
2884,530174,59367
2885,571831,59367
2886,549606,59367
2887,553042,74754
2888,504246,59367
2889,580651,56167
2890,559237,59367
2891,571857,59367
2892,591165,59367
2893,544817,59367
2894,535419,59367
2895,552704,39143
2896,579548,54223
2897,548383,39443
2898,558061,59367
2899,573205,59367
2900,578401,56935
2901,552348,59367
2902,560006,59367
2903,573213,50758
2904,565296,59367
2905,570401,59367
2906,542059,59367
2907,552712,59367
2908,565300,59367
2909,548391,39492
2910,566292,59367
2911,554677,59367
2912,536563,59367
2913,538493,25164
2914,530191,25164
2915,536326,29501
2916,564231,59367
2917,540765,25210
2918,538507,25087
2919,556718,59367
2920,567710,41713
2921,598267,59367
2922,569127,59367
2923,542148,59367
2924,592391,59367
2925,598615,59367
2926,583391,66442
2927,577324,59367
2928,599751,59367
2929,558079,78985
2930,540471,78985
2931,565822,29413
2932,591173,67575
2933,598623,59367
2934,575381,59367
2935,556726,59367
2936,540641,59367
2937,570419,59367
2938,540781,59367
2939,583405,59367
2940,576522,59367
2941,508373,74762
2942,535842,59367
2943,567728,41781
2944,583413,59367
2945,575399,59367
2946,586391,59367
2947,596141,59254
2948,596159,59367
2949,548405,59367
2950,569097,59367
2951,540480,78982
2952,551732,59367
2953,584665,69155
2954,578444,59367
2955,583421,59367
2956,591181,59367
2957,583430,59367
2958,593346,59367
2959,597678,79305
2960,594482,67201
2961,586404,69685
2962,584673,69101
2963,594474,59367
2964,573035,59367
2965,571873,59367
2966,578428,59367
2967,588768,76833
2968,584681,59367
2969,598445,59367
2970,567027,59367
2971,580660,54475
2972,579556,54475
2973,589730,79802
2974,598453,73998
2975,593354,59367
2976,583448,66455
2977,557048,59367
2978,599174,59367
2979,530999,59367
2980,589721,79828
2981,531545,26717
2982,533912,59367
2983,599689,74272
2984,568686,74251
2985,538515,25063
2986,530204,59367
2987,553905,59367
2988,554944,59367
2989,559245,59367
2990,513288,59367
2991,554847,58854
2992,587541,58854
2993,553981,34501
2994,571865,25162
2995,538523,25162
2996,547093,59367
2997,542121,27007
2998,560278,69611
2999,586412,69611
3000,553999,59367
3001,535281,37349
3002,589748,79805
3003,587559,59367
3004,561819,59367
3005,587567,59367
3006,591190,67560
3007,566543,59367
3008,552721,39116
3009,541745,59367
3010,585505,76301
3011,549614,59367
3012,556734,59367
3013,551473,59367
3014,570427,59367
3015,534218,59367
3016,563200,59367
3017,573779,59367
3018,538469,59367
3019,582069,59367
3020,569381,59367
3021,537934,59367
3022,577316,59367
3023,563242,43158
3024,571822,59367
3025,553956,59367
3026,588750,59367
3027,546399,59367
3028,560014,59367
3029,539490,59367
3030,566454,59367
3031,539716,59367
3032,563226,59367
3033,536415,59367
3034,535044,27738
3035,534676,59367
3036,583375,59367
3037,570397,50364
3038,583383,66457
3039,568911,59367
3040,552909,59367
3041,567698,59367
3042,537489,28903
3043,542067,59367
3044,578380,56941
3045,597635,79395
3046,500160,78307
3047,559211,33033
3048,556637,59367
3049,531529,59367
3050,596116,59442
3051,538477,59367
3052,587508,59367
3053,577332,51204
3054,542105,27064
3055,542113,59367
3056,535052,59367
3057,565318,41119
3058,570435,59367
3059,571890,59367
3060,559253,59367
3061,549631,39852
3062,587575,59367
3063,574261,54907
3064,552810,59367
3065,550779,59367
3066,540790,26293
3067,556751,59367
3068,585513,76361
3069,564478,59367
3070,559016,53825
3071,571911,53825
3072,580678,53825
3073,530212,25708
3074,571903,59367
3075,594512,59367
3076,550434,38401
3077,554693,59367
3078,583456,59367
3079,533521,59367
3080,535061,27734
3081,540340,59367
3082,536644,59367
3083,570451,50315
3084,540846,59367
3085,586439,59367
3086,544825,59367
3087,592404,59367
3088,592412,68738
3089,585530,76332
3090,585548,59367
3091,531863,59367
3092,540820,59367
3093,596175,59262
3094,578452,59367
3095,570443,59367
3096,578223,59367
3097,538540,25081
3098,555380,59367
3099,548197,59367
3100,559270,59367
3101,580686,56163
3102,558095,33547
3103,535079,27751
3104,583464,59367
3105,515787,59367
3106,554006,59367
3107,553476,59367
3108,593389,59367
3109,593397,59367
3110,579564,54461
3111,593401,59367
3112,571156,59367
3113,573230,59367
3114,552747,59367
3115,533602,59367
3116,586447,59367
3117,535435,59367
3118,553158,74774
3119,570478,50363
3120,558109,59367
3121,564524,59367
3122,566501,43971
3123,534226,28511
3124,571521,59367
3125,536351,59367
3126,573078,59367
3127,535087,27711
3128,562157,59367
3129,583481,59367
3130,593419,68333
3131,530263,59367
3132,564222,59367
3133,542130,59367
3134,583499,59367
3135,534269,59367
3136,550442,38411
3137,558117,59367
3138,530298,25744
3139,596183,59367
3140,534919,59367
3141,545643,59367
3142,585556,59367
3143,531588,59367
3144,554022,59367
3145,532665,59367
3146,558125,33555
3147,530301,59367
3148,587583,59367
3149,530310,25756
3150,571997,59367
3151,541192,59367
3152,593427,59367
3153,554031,59367
3154,549207,59367
3155,549657,59367
3156,559288,59367
3157,598585,59367
3158,546160,59367
3159,578533,59367
3160,589764,59367
3161,553590,59367
3162,592421,68732
3163,542296,59367
3164,556815,59367
3165,540102,59367
3166,558141,33204
3167,559261,59367
3168,540811,26213
3169,529893,59367
3170,551520,59367
3171,584711,59367
3172,591238,59367
3173,571121,59367
3174,589772,59367
3175,592439,68751
3176,536962,59367
3177,531596,26705
3178,552526,59367
3179,597686,59367
3180,584720,69164
3181,531707,59367
3182,561851,59367
3183,567752,41731
3184,551554,59367
3185,584746,59367
3186,546844,37817
3187,561177,59367
3188,546798,37833
3189,548456,39415
3190,588814,59367
3191,552381,59367
3192,586455,59367
3193,562734,59367
3194,573248,50901
3195,550451,38462
3196,546950,59367
3197,555398,36225
3198,572608,59367
3199,536377,59367
3200,583502,59367
3201,560561,59367
3202,591246,59367
3203,513661,59367
3204,546593,59367
3205,599131,59367
3206,535648,59367
3207,538558,59367
3208,542636,59367
3209,560201,59367
3210,596213,59367
3211,576549,59367
3212,535117,59367
3213,540269,59367
3214,533530,59367
