ID,OBEC,POPIS
1136,535532,78833
1137,577081,59367
1138,572284,59367
1139,578037,59367
1140,536075,59367
1141,556181,59367
1142,590584,67576
1143,546291,59367
1144,579220,59367
1145,568660,58223
1146,568414,59367
1147,594024,59367
1148,567141,43501
1149,555088,59367
1150,554545,35132
1151,549967,59367
1152,552178,59367
1153,563625,59367
1154,568210,59367
1155,564044,46362
1156,580228,46362
1157,541796,59367
1158,574031,59367
1159,548049,59367
1160,590592,59367
1161,564915,59367
1162,583014,59367
1163,595594,59367
1164,568678,59367
1165,550213,59367
1166,594032,67169
1167,546305,59367
1168,548596,59367
1169,574040,59367
1170,544353,59367
1171,568562,59367
1172,529702,25789
1173,562483,59458
1174,595608,59458
1175,558869,33024
1176,597325,79374
1177,571385,53803
1178,549398,59367
1179,598593,59367
1180,574058,54984
1181,568571,59367
1182,569666,74247
1183,587125,59367
1184,560481,59367
1185,535851,39173
1186,552321,39173
1187,565989,59367
1188,574961,53315
1189,564052,59367
1190,553093,74752
1191,556203,59367
1192,566390,59367
1193,598607,59367
1194,551872,59367
1195,564842,59367
1196,571393,59367
1197,569267,59367
1198,584452,59367
1199,559806,59367
1200,553620,59367
1201,566641,59367
1202,571407,59367
1203,544485,37341
1204,590614,59367
1205,581577,59367
1206,594041,67152
1207,593036,59367
1208,568368,59367
1209,502146,59367
1210,540242,26222
1211,564605,59367
1212,589501,59367
1213,592170,68725
1214,536628,59367
1215,507016,74801
1216,570001,50356
1217,552020,59367
1218,552330,59367
1219,531171,59367
1220,583022,59367
1221,531197,28532
1222,594059,59367
1223,542083,59367
1224,502405,59367
1225,598160,73953
1226,580261,56101
1227,568694,59367
1228,530221,59367
1229,502235,78347
1230,507105,74735
1231,570010,59367
1232,513075,27321
1233,587141,59367
1234,564061,46342
1235,562904,67125
1236,594067,67125
1237,581593,59367
1238,547794,59367
1239,586021,59367
1240,590622,67504
1241,599409,74271
1242,595624,59367
1243,593044,59367
1244,598992,59367
1245,547883,59367
1246,587150,59367
1247,561096,59367
1248,561584,59367
1249,583031,59367
1250,507113,59367
1251,566187,59367
1252,577111,59367
1253,571440,53971
1254,588458,76901
1255,574988,59367
1256,570028,59367
1257,573019,59367
1258,559814,33801
1259,566730,59367
1260,572918,59367
1261,550825,68351
1262,539228,68351
1263,545490,59367
1264,572900,59367
1265,553654,34562
1266,597341,79371
1267,581615,59367
1268,544493,59367
1269,567973,59367
1270,571458,59367
1271,540668,59367
1272,542342,59367
1273,567167,43546
1274,566276,59367
1275,563064,43182
1276,556254,34101
1277,571466,59367
1278,531430,59367
1279,534056,59367
1280,502545,78335
1281,574201,51234
1282,531359,59367
1283,578053,59367
1284,535818,59367
1285,590665,59367
1286,536369,59367
1287,597350,79312
1288,532312,59367
1289,542687,75657
1290,564851,41185
1291,555169,59367
1292,598178,73937
1293,584461,59367
1294,571474,53953
1295,577120,51236
1296,579238,54474
1297,535834,59367
1298,558877,59367
1299,594075,59367
1300,558885,33012
1301,547913,39403
1302,512192,59367
1303,587168,58852
1304,594083,59367
1305,594091,67134
1306,545503,38293
1307,545929,59367
1308,580295,59367
1309,590631,59367
1310,574996,53374
1311,567175,43543
1312,579254,59367
1313,553662,59367
1314,536105,59367
1315,594105,59367
1316,541290,59367
1317,568708,59367
1318,533327,28146
1319,588474,59367
1320,569500,59367
1321,585246,59367
1322,561592,59367
1323,595659,59367
1324,542725,75612
1325,569798,78305
1326,511986,59367
1327,595667,59367
1328,539821,59367
1329,579262,54226
1330,598658,59367
1331,513491,75117
1332,587206,59367
1333,597368,79344
1334,562785,59367
1335,592188,68764
1336,569275,59367
1337,579271,59367
1338,548243,59367
1339,545511,38226
1340,562505,40757
1341,561606,47106
1342,534790,27703
1343,581631,59367
1344,536881,59367
1345,546364,37831
1346,574066,54946
1347,546381,59367
1348,595675,59367
1349,595683,59367
1350,551589,59367
1351,561061,59367
1352,562319,59367
1353,560367,35731
1354,599531,59367
1355,550612,59367
1356,513695,59367
1357,544515,37335
1358,535770,59367
1359,552739,73535
1360,552631,59367
1361,552968,59367
1362,580333,59367
1363,547930,59367
1364,590657,59367
1365,550205,38491
1366,584479,59367
1367,572365,59367
1368,590649,59367
1369,569542,59367
1370,580279,56156
1371,564079,59367
1372,575011,59367
1373,546763,59367
1374,589519,79847
1375,551805,59367
1376,539236,25262
1377,561525,59367
1378,538221,59367
1379,542091,59367
1380,531481,28573
1381,551651,59367
1382,564257,59367
1383,557722,33455
1384,553671,34601
1385,551104,59367
1386,532339,27322
1387,546402,59367
1388,568511,59367
1389,594121,67154
1390,579297,54371
1391,539244,25301
1392,585254,59367
1393,567531,59367
1394,531201,59367
1395,532347,59367
1396,553689,59367
1397,534064,59367
1398,535524,59367
1399,531499,59367
1400,531928,59367
1401,592196,59367
1402,583057,59367
1403,594113,67171
1404,593052,59367
1405,587192,59367
1406,550736,59367
1407,544523,59367
1408,586170,69612
1409,538230,59367
1410,542768,75601
1411,534854,59367
1412,547531,59367
1413,547948,39421
1414,541729,27004
1415,532321,59367
1416,535150,59367
1417,572926,59367
1418,547956,59367
1419,545520,38222
1420,570044,50306
1421,574074,55205
1422,531189,26801
1423,541737,59367
1424,537152,59367
1425,534803,59367
1426,535885,59367
1427,551121,59367
1428,588482,59367
1429,593061,59367
1430,564877,59367
1431,571482,59367
1432,560898,59367
1433,597392,59367
1434,542750,59367
1435,536091,78804
1436,553221,59367
1437,507261,59367
1438,594130,67168
1439,553387,59367
1440,531413,59367
1441,513636,59367
1442,550221,59367
1443,565202,59367
1444,562831,59367
1445,535460,59367
1446,568724,59367
1447,557731,59367
1448,569810,59367
1449,507270,74741
1450,572691,56901
1451,553301,59367
1452,532355,59367
1453,556319,59367
1454,564800,59367
1455,537179,25209
1456,539252,25209
1457,566179,59367
1458,541001,59367
1459,532932,59367
1460,555177,59367
1461,557749,59367
1462,537161,59367
1463,583065,59367
1464,513733,59367
1465,589527,59367
1466,592200,68733
1467,544540,59367
1468,554553,59367
1469,513750,59367
1470,546976,59367
1471,549410,59367
1472,589535,59367
1473,535869,59367
1474,532363,59367
1475,544558,37361
1476,549428,39859
1477,567558,41704
1478,564893,41183
1479,575046,59367
1480,585262,59367
1481,567566,41757
1482,571491,53862
1483,558915,59367
1484,574082,59367
1485,590673,67555
1486,571504,59367
1487,550639,59367
1488,586188,69663
1489,555185,36233
1490,577146,59367
1491,586196,69673
1492,599638,59367
1493,589543,59367
1494,538248,59367
1495,590681,59367
1496,543543,59367
1497,593079,69156
1498,584487,69156
1499,565733,59367
1500,563072,59367
1501,594156,67167
1502,583081,66462
1503,580341,59367
1504,570052,59367
1505,559822,59367
1506,512176,59367
1507,594148,59367
1508,556301,59367
1509,547972,59367
1510,564095,46334
1511,598232,59367
1512,587222,59367
1513,531227,26703
1514,513580,59367
1515,598691,73946
1516,529737,59367
1517,588491,76824
1518,570087,59367
1519,547999,39601
1520,562521,59367
1521,530646,59367
1522,538256,38421
1523,550230,38421
1524,542784,75602
1525,584495,59367
1526,513768,75366
1527,599522,59367
1528,542814,75662
1529,597414,59367
1530,592218,59367
1531,589560,59367
1532,558931,59367
1533,565334,59367
1534,531235,59367
1535,583090,59367
1536,535613,59367
1537,573621,25205
1538,539261,25205
1539,585289,76310
1540,566331,26244
1541,540315,26244
1542,593087,59367
1543,529745,59367
1544,590690,59367
1545,550281,59367
1546,574163,59367
1547,536113,59367
1548,567523,41722
1549,506753,74792
1550,598402,59367
1551,577073,59367
1552,561690,59367
1553,538159,59367
1554,531243,26706
1555,586200,59367
1556,532371,27345
1557,541761,59367
1558,531219,27008
1559,541770,27008
1560,562513,40717
1561,548642,59367
1562,579301,59367
1563,540285,26214
1564,566217,43965
1565,585271,59367
1566,546445,59367
1567,566195,43904
1568,559849,59367
1569,535753,59367
1570,593117,68323
1571,583120,66491
1572,589578,59367
1573,584517,59367
1574,535966,29445
1575,577162,51243
1576,563510,59367
1577,540374,59367
1578,580376,56164
1579,561631,47125
1580,581666,59367
1581,595730,59367
1582,598259,73991
1583,542865,59367
1584,548782,59367
1585,507377,74753
1586,590746,59367
1587,553344,59367
1588,554065,74236
1589,592226,68705
1590,587249,59367
1591,580392,56165
1592,594181,59367
1593,561461,25703
1594,529842,25703
1595,544612,25703
1596,588555,59367
1597,575101,59367
1598,592234,59367
1599,553212,59367
1600,576328,59367
1601,597431,59367
1602,578134,59367
1603,565270,59367
1604,544680,59367
1605,563595,46811
1606,507423,59367
1607,556394,34021
1608,561657,59367
1609,570346,59367
1610,530395,59367
1611,579351,54225
1612,546658,59367
1613,578142,59367
1614,542903,59367
1615,588563,59367
1616,574121,59367
1617,578151,59367
1618,590754,67551
1619,575119,59367
1620,594199,67128
1621,578541,59367
1622,558982,59367
1623,578169,59367
1624,546500,37841
1625,532401,59367
1626,590762,59367
1627,585301,55222
1628,574139,55222
1629,541869,59367
1630,595748,59367
1631,576336,51711
1632,529851,59367
1633,536148,59367
1634,572713,59367
1635,580406,59367
1636,586218,59367
1637,583154,59367
1638,562963,59367
1639,578185,59367
1640,568783,59367
1641,536288,59367
1642,532410,59367
1643,575127,59367
1644,581682,67906
1645,580414,59367
1646,590789,67531
1647,532428,59367
1648,539317,25261
1649,537926,59367
1650,571563,59367
1651,563609,59367
1652,567582,59367
1653,547816,59367
1654,570133,59367
1655,575135,59367
1656,505528,59367
1657,538264,25073
1658,587265,58825
1659,589586,59367
1660,541834,59367
